buying,class,doors,lug_boot,maint,persons,safety
med,vgood,3,big,med,more,high
med,unacc,4,small,med,2,low
med,unacc,4,small,med,2,med
med,unacc,4,small,med,2,high
med,unacc,4,med,med,2,low
med,unacc,4,med,med,2,med
med,unacc,4,med,med,2,high
med,unacc,4,big,med,2,low
med,unacc,4,big,med,2,med
med,unacc,4,big,med,2,high
med,unacc,4,small,med,4,low
med,acc,4,small,med,4,med
med,acc,4,small,med,4,high
med,unacc,4,med,med,4,low
med,acc,4,med,med,4,med
med,vgood,4,med,med,4,high
med,unacc,4,big,med,4,low
med,acc,4,big,med,4,med
med,vgood,4,big,med,4,high
med,unacc,4,small,med,more,low
med,acc,4,small,med,more,med
med,acc,4,small,med,more,high
med,unacc,4,med,med,more,low
med,acc,4,med,med,more,med
med,vgood,4,med,med,more,high
med,unacc,4,big,med,more,low
med,acc,4,big,med,more,med
med,vgood,4,big,med,more,high
med,unacc,5more,small,med,2,low
med,unacc,5more,small,med,2,med
med,unacc,5more,small,med,2,high
med,unacc,5more,med,med,2,low
med,unacc,5more,med,med,2,med
med,unacc,5more,med,med,2,high
med,unacc,5more,big,med,2,low
med,unacc,5more,big,med,2,med
med,unacc,5more,big,med,2,high
med,unacc,5more,small,med,4,low
med,acc,5more,small,med,4,med
med,acc,5more,small,med,4,high
med,unacc,5more,med,med,4,low
med,acc,5more,med,med,4,med
med,vgood,5more,med,med,4,high
med,unacc,5more,big,med,4,low
med,acc,5more,big,med,4,med
med,vgood,5more,big,med,4,high
med,unacc,5more,small,med,more,low
med,acc,5more,small,med,more,med
med,acc,5more,small,med,more,high
med,unacc,5more,med,med,more,low
med,acc,5more,med,med,more,med
med,vgood,5more,med,med,more,high
med,unacc,5more,big,med,more,low
med,acc,5more,big,med,more,med
med,vgood,5more,big,med,more,high
med,unacc,2,small,low,2,low
med,unacc,2,small,low,2,med
med,unacc,2,small,low,2,high
med,unacc,2,med,low,2,low
med,unacc,2,med,low,2,med
med,unacc,2,med,low,2,high
med,unacc,2,big,low,2,low
med,unacc,2,big,low,2,med
med,unacc,2,big,low,2,high
med,unacc,2,small,low,4,low
med,acc,2,small,low,4,med
med,good,2,small,low,4,high
med,unacc,2,med,low,4,low
med,acc,2,med,low,4,med
med,good,2,med,low,4,high
med,unacc,2,big,low,4,low
med,good,2,big,low,4,med
med,vgood,2,big,low,4,high
med,unacc,2,small,low,more,low
med,unacc,2,small,low,more,med
med,unacc,2,small,low,more,high
med,unacc,2,med,low,more,low
med,acc,2,med,low,more,med
med,good,2,med,low,more,high
med,unacc,2,big,low,more,low
med,good,2,big,low,more,med
med,vgood,2,big,low,more,high
med,unacc,3,small,low,2,low
med,unacc,3,small,low,2,med
med,unacc,3,small,low,2,high
med,unacc,3,med,low,2,low
med,unacc,3,med,low,2,med
med,unacc,3,med,low,2,high
med,unacc,3,big,low,2,low
med,unacc,3,big,low,2,med
med,unacc,3,big,low,2,high
med,unacc,3,small,low,4,low
med,acc,3,small,low,4,med
med,good,3,small,low,4,high
med,unacc,3,med,low,4,low
med,acc,3,med,low,4,med
med,good,3,med,low,4,high
med,unacc,3,big,low,4,low
med,good,3,big,low,4,med
med,vgood,3,big,low,4,high
med,unacc,3,small,low,more,low
med,acc,3,small,low,more,med
med,good,3,small,low,more,high
med,unacc,3,med,low,more,low
med,good,3,med,low,more,med
med,vgood,3,med,low,more,high
med,unacc,3,big,low,more,low
med,good,3,big,low,more,med
med,vgood,3,big,low,more,high
med,unacc,4,small,low,2,low
med,unacc,4,small,low,2,med
med,unacc,4,small,low,2,high
med,unacc,4,med,low,2,low
med,unacc,4,med,low,2,med
med,unacc,4,med,low,2,high
med,unacc,4,big,low,2,low
med,unacc,4,big,low,2,med
med,unacc,4,big,low,2,high
med,unacc,4,small,low,4,low
med,acc,4,small,low,4,med
med,good,4,small,low,4,high
med,unacc,4,med,low,4,low
med,good,4,med,low,4,med
med,vgood,4,med,low,4,high
med,unacc,4,big,low,4,low
med,good,4,big,low,4,med
med,vgood,4,big,low,4,high
med,unacc,4,small,low,more,low
med,acc,4,small,low,more,med
med,good,4,small,low,more,high
med,unacc,4,med,low,more,low
med,good,4,med,low,more,med
med,vgood,4,med,low,more,high
med,unacc,4,big,low,more,low
med,good,4,big,low,more,med
med,vgood,4,big,low,more,high
med,unacc,5more,small,low,2,low
med,unacc,5more,small,low,2,med
med,unacc,5more,small,low,2,high
med,unacc,5more,med,low,2,low
med,unacc,5more,med,low,2,med
med,unacc,5more,med,low,2,high
med,unacc,5more,big,low,2,low
med,unacc,5more,big,low,2,med
med,unacc,5more,big,low,2,high
med,unacc,5more,small,low,4,low
med,acc,5more,small,low,4,med
med,good,5more,small,low,4,high
med,unacc,5more,med,low,4,low
med,good,5more,med,low,4,med
med,vgood,5more,med,low,4,high
med,unacc,5more,big,low,4,low
med,good,5more,big,low,4,med
med,vgood,5more,big,low,4,high
med,unacc,5more,small,low,more,low
med,acc,5more,small,low,more,med
med,good,5more,small,low,more,high
med,unacc,5more,med,low,more,low
med,good,5more,med,low,more,med
med,vgood,5more,med,low,more,high
med,unacc,5more,big,low,more,low
med,good,5more,big,low,more,med
med,vgood,5more,big,low,more,high
low,unacc,2,small,vhigh,2,low
low,unacc,2,small,vhigh,2,med
low,unacc,2,small,vhigh,2,high
low,unacc,2,med,vhigh,2,low
low,unacc,2,med,vhigh,2,med
low,unacc,2,med,vhigh,2,high
low,unacc,2,big,vhigh,2,low
low,unacc,2,big,vhigh,2,med
low,unacc,2,big,vhigh,2,high
low,unacc,2,small,vhigh,4,low
low,unacc,2,small,vhigh,4,med
low,acc,2,small,vhigh,4,high
low,unacc,2,med,vhigh,4,low
low,unacc,2,med,vhigh,4,med
low,acc,2,med,vhigh,4,high
low,unacc,2,big,vhigh,4,low
low,acc,2,big,vhigh,4,med
low,acc,2,big,vhigh,4,high
low,unacc,2,small,vhigh,more,low
low,unacc,2,small,vhigh,more,med
low,unacc,2,small,vhigh,more,high
low,unacc,2,med,vhigh,more,low
low,unacc,2,med,vhigh,more,med
low,acc,2,med,vhigh,more,high
low,unacc,2,big,vhigh,more,low
low,acc,2,big,vhigh,more,med
low,acc,2,big,vhigh,more,high
low,unacc,3,small,vhigh,2,low
low,unacc,3,small,vhigh,2,med
low,unacc,3,small,vhigh,2,high
low,unacc,3,med,vhigh,2,low
low,unacc,3,med,vhigh,2,med
low,unacc,3,med,vhigh,2,high
low,unacc,3,big,vhigh,2,low
low,unacc,3,big,vhigh,2,med
low,unacc,3,big,vhigh,2,high
low,unacc,3,small,vhigh,4,low
low,unacc,3,small,vhigh,4,med
low,acc,3,small,vhigh,4,high
low,unacc,3,med,vhigh,4,low
low,unacc,3,med,vhigh,4,med
low,acc,3,med,vhigh,4,high
low,unacc,3,big,vhigh,4,low
low,acc,3,big,vhigh,4,med
low,acc,3,big,vhigh,4,high
low,unacc,3,small,vhigh,more,low
low,unacc,3,small,vhigh,more,med
low,acc,3,small,vhigh,more,high
low,unacc,3,med,vhigh,more,low
low,acc,3,med,vhigh,more,med
low,acc,3,med,vhigh,more,high
low,unacc,3,big,vhigh,more,low
low,acc,3,big,vhigh,more,med
low,acc,3,big,vhigh,more,high
low,unacc,4,small,vhigh,2,low
low,unacc,4,small,vhigh,2,med
low,unacc,4,small,vhigh,2,high
low,unacc,4,med,vhigh,2,low
low,unacc,4,med,vhigh,2,med
low,unacc,4,med,vhigh,2,high
low,unacc,4,big,vhigh,2,low
low,unacc,4,big,vhigh,2,med
low,unacc,4,big,vhigh,2,high
low,unacc,4,small,vhigh,4,low
low,unacc,4,small,vhigh,4,med
low,acc,4,small,vhigh,4,high
low,unacc,4,med,vhigh,4,low
low,acc,4,med,vhigh,4,med
low,acc,4,med,vhigh,4,high
low,unacc,4,big,vhigh,4,low
low,acc,4,big,vhigh,4,med
low,acc,4,big,vhigh,4,high
low,unacc,4,small,vhigh,more,low
low,unacc,4,small,vhigh,more,med
low,acc,4,small,vhigh,more,high
low,unacc,4,med,vhigh,more,low
low,acc,4,med,vhigh,more,med
low,acc,4,med,vhigh,more,high
low,unacc,4,big,vhigh,more,low
low,acc,4,big,vhigh,more,med
low,acc,4,big,vhigh,more,high
low,unacc,5more,small,vhigh,2,low
low,unacc,5more,small,vhigh,2,med
low,unacc,5more,small,vhigh,2,high
low,unacc,5more,med,vhigh,2,low
low,unacc,5more,med,vhigh,2,med
low,unacc,5more,med,vhigh,2,high
low,unacc,5more,big,vhigh,2,low
low,unacc,5more,big,vhigh,2,med
low,unacc,5more,big,vhigh,2,high
low,unacc,5more,small,vhigh,4,low
low,unacc,5more,small,vhigh,4,med
low,acc,5more,small,vhigh,4,high
low,unacc,5more,med,vhigh,4,low
low,acc,5more,med,vhigh,4,med
low,acc,5more,med,vhigh,4,high
low,unacc,5more,big,vhigh,4,low
low,acc,5more,big,vhigh,4,med
low,acc,5more,big,vhigh,4,high
low,unacc,5more,small,vhigh,more,low
low,unacc,5more,small,vhigh,more,med
low,acc,5more,small,vhigh,more,high
low,unacc,5more,med,vhigh,more,low
low,acc,5more,med,vhigh,more,med
low,acc,5more,med,vhigh,more,high
low,unacc,5more,big,vhigh,more,low
low,acc,5more,big,vhigh,more,med
low,acc,5more,big,vhigh,more,high
low,unacc,2,small,high,2,low
low,unacc,2,small,high,2,med
low,unacc,2,small,high,2,high
low,unacc,2,med,high,2,low
low,unacc,2,med,high,2,med
low,unacc,2,med,high,2,high
low,unacc,2,big,high,2,low
low,unacc,2,big,high,2,med
low,unacc,2,big,high,2,high
low,unacc,2,small,high,4,low
low,acc,2,small,high,4,med
low,acc,2,small,high,4,high
low,unacc,2,med,high,4,low
low,acc,2,med,high,4,med
low,acc,2,med,high,4,high
low,unacc,2,big,high,4,low
low,acc,2,big,high,4,med
low,vgood,2,big,high,4,high
low,unacc,2,small,high,more,low
low,unacc,2,small,high,more,med
low,unacc,2,small,high,more,high
low,unacc,2,med,high,more,low
low,acc,2,med,high,more,med
low,acc,2,med,high,more,high
low,unacc,2,big,high,more,low
low,acc,2,big,high,more,med
low,vgood,2,big,high,more,high
low,unacc,3,small,high,2,low
low,unacc,3,small,high,2,med
low,unacc,3,small,high,2,high
low,unacc,3,med,high,2,low
low,unacc,3,med,high,2,med
low,unacc,3,med,high,2,high
low,unacc,3,big,high,2,low
low,unacc,3,big,high,2,med
low,unacc,3,big,high,2,high
low,unacc,3,small,high,4,low
low,acc,3,small,high,4,med
low,acc,3,small,high,4,high
low,unacc,3,med,high,4,low
low,acc,3,med,high,4,med
low,acc,3,med,high,4,high
low,unacc,3,big,high,4,low
low,acc,3,big,high,4,med
low,vgood,3,big,high,4,high
low,unacc,3,small,high,more,low
low,acc,3,small,high,more,med
low,acc,3,small,high,more,high
low,unacc,3,med,high,more,low
low,acc,3,med,high,more,med
low,vgood,3,med,high,more,high
low,unacc,3,big,high,more,low
low,acc,3,big,high,more,med
low,vgood,3,big,high,more,high
low,unacc,4,small,high,2,low
low,unacc,4,small,high,2,med
low,unacc,4,small,high,2,high
low,unacc,4,med,high,2,low
low,unacc,4,med,high,2,med
low,unacc,4,med,high,2,high
low,unacc,4,big,high,2,low
low,unacc,4,big,high,2,med
low,unacc,4,big,high,2,high
low,unacc,4,small,high,4,low
low,acc,4,small,high,4,med
low,acc,4,small,high,4,high
low,unacc,4,med,high,4,low
low,acc,4,med,high,4,med
low,vgood,4,med,high,4,high
low,unacc,4,big,high,4,low
low,acc,4,big,high,4,med
low,vgood,4,big,high,4,high
low,unacc,4,small,high,more,low
low,acc,4,small,high,more,med
low,acc,4,small,high,more,high
low,unacc,4,med,high,more,low
low,acc,4,med,high,more,med
low,vgood,4,med,high,more,high
low,unacc,4,big,high,more,low
low,acc,4,big,high,more,med
low,vgood,4,big,high,more,high
low,unacc,5more,small,high,2,low
low,unacc,5more,small,high,2,med
low,unacc,5more,small,high,2,high
low,unacc,5more,med,high,2,low
low,unacc,5more,med,high,2,med
low,unacc,5more,med,high,2,high
low,unacc,5more,big,high,2,low
low,unacc,5more,big,high,2,med
low,unacc,5more,big,high,2,high
low,unacc,5more,small,high,4,low
low,acc,5more,small,high,4,med
low,acc,5more,small,high,4,high
low,unacc,5more,med,high,4,low
low,acc,5more,med,high,4,med
low,vgood,5more,med,high,4,high
low,unacc,5more,big,high,4,low
low,acc,5more,big,high,4,med
low,vgood,5more,big,high,4,high
low,unacc,5more,small,high,more,low
low,acc,5more,small,high,more,med
low,acc,5more,small,high,more,high
low,unacc,5more,med,high,more,low
low,acc,5more,med,high,more,med
low,vgood,5more,med,high,more,high
low,unacc,5more,big,high,more,low
low,acc,5more,big,high,more,med
low,vgood,5more,big,high,more,high
low,unacc,2,small,med,2,low
low,unacc,2,small,med,2,med
low,unacc,2,small,med,2,high
low,unacc,2,med,med,2,low
low,unacc,2,med,med,2,med
low,unacc,2,med,med,2,high
low,unacc,2,big,med,2,low
low,unacc,2,big,med,2,med
low,unacc,2,big,med,2,high
low,unacc,2,small,med,4,low
low,acc,2,small,med,4,med
low,good,2,small,med,4,high
low,unacc,2,med,med,4,low
low,acc,2,med,med,4,med
low,good,2,med,med,4,high
low,unacc,2,big,med,4,low
low,good,2,big,med,4,med
low,vgood,2,big,med,4,high
low,unacc,2,small,med,more,low
low,unacc,2,small,med,more,med
low,unacc,2,small,med,more,high
low,unacc,2,med,med,more,low
low,acc,2,med,med,more,med
low,good,2,med,med,more,high
low,unacc,2,big,med,more,low
low,good,2,big,med,more,med
low,vgood,2,big,med,more,high
low,unacc,3,small,med,2,low
low,unacc,3,small,med,2,med
low,unacc,3,small,med,2,high
low,unacc,3,med,med,2,low
low,unacc,3,med,med,2,med
low,unacc,3,med,med,2,high
low,unacc,3,big,med,2,low
low,unacc,3,big,med,2,med
low,unacc,3,big,med,2,high
low,unacc,3,small,med,4,low
low,acc,3,small,med,4,med
low,good,3,small,med,4,high
low,unacc,3,med,med,4,low
low,acc,3,med,med,4,med
low,good,3,med,med,4,high
low,unacc,3,big,med,4,low
low,good,3,big,med,4,med
low,vgood,3,big,med,4,high
low,unacc,3,small,med,more,low
low,acc,3,small,med,more,med
low,good,3,small,med,more,high
low,unacc,3,med,med,more,low
low,good,3,med,med,more,med
low,vgood,3,med,med,more,high
low,unacc,3,big,med,more,low
low,good,3,big,med,more,med
low,vgood,3,big,med,more,high
low,unacc,4,small,med,2,low
low,unacc,4,small,med,2,med
low,unacc,4,small,med,2,high
low,unacc,4,med,med,2,low
low,unacc,4,med,med,2,med
low,unacc,4,med,med,2,high
low,unacc,4,big,med,2,low
low,unacc,4,big,med,2,med
low,unacc,4,big,med,2,high
low,unacc,4,small,med,4,low
low,acc,4,small,med,4,med
low,good,4,small,med,4,high
low,unacc,4,med,med,4,low
low,good,4,med,med,4,med
low,vgood,4,med,med,4,high
low,unacc,4,big,med,4,low
low,good,4,big,med,4,med
low,vgood,4,big,med,4,high
low,unacc,4,small,med,more,low
low,acc,4,small,med,more,med
low,good,4,small,med,more,high
low,unacc,4,med,med,more,low
low,good,4,med,med,more,med
low,vgood,4,med,med,more,high
low,unacc,4,big,med,more,low
low,good,4,big,med,more,med
low,vgood,4,big,med,more,high
low,unacc,5more,small,med,2,low
low,unacc,5more,small,med,2,med
low,unacc,5more,small,med,2,high
low,unacc,5more,med,med,2,low
low,unacc,5more,med,med,2,med
low,unacc,5more,med,med,2,high
low,unacc,5more,big,med,2,low
low,unacc,5more,big,med,2,med
low,unacc,5more,big,med,2,high
low,unacc,5more,small,med,4,low
low,acc,5more,small,med,4,med
low,good,5more,small,med,4,high
low,unacc,5more,med,med,4,low
low,good,5more,med,med,4,med
low,vgood,5more,med,med,4,high
low,unacc,5more,big,med,4,low
low,good,5more,big,med,4,med
low,vgood,5more,big,med,4,high
low,unacc,5more,small,med,more,low
low,acc,5more,small,med,more,med
low,good,5more,small,med,more,high
low,unacc,5more,med,med,more,low
low,good,5more,med,med,more,med
low,vgood,5more,med,med,more,high
low,unacc,5more,big,med,more,low
low,good,5more,big,med,more,med
low,vgood,5more,big,med,more,high
low,unacc,2,small,low,2,low
low,unacc,2,small,low,2,med
low,unacc,2,small,low,2,high
low,unacc,2,med,low,2,low
low,unacc,2,med,low,2,med
low,unacc,2,med,low,2,high
low,unacc,2,big,low,2,low
low,unacc,2,big,low,2,med
low,unacc,2,big,low,2,high
low,unacc,2,small,low,4,low
low,acc,2,small,low,4,med
low,good,2,small,low,4,high
low,unacc,2,med,low,4,low
low,acc,2,med,low,4,med
low,good,2,med,low,4,high
low,unacc,2,big,low,4,low
low,good,2,big,low,4,med
low,vgood,2,big,low,4,high
low,unacc,2,small,low,more,low
low,unacc,2,small,low,more,med
low,unacc,2,small,low,more,high
low,unacc,2,med,low,more,low
low,acc,2,med,low,more,med
low,good,2,med,low,more,high
low,unacc,2,big,low,more,low
low,good,2,big,low,more,med
low,vgood,2,big,low,more,high
low,unacc,3,small,low,2,low
low,unacc,3,small,low,2,med
low,unacc,3,small,low,2,high
low,unacc,3,med,low,2,low
low,unacc,3,med,low,2,med
low,unacc,3,med,low,2,high
low,unacc,3,big,low,2,low
low,unacc,3,big,low,2,med
low,unacc,3,big,low,2,high
low,unacc,3,small,low,4,low
low,acc,3,small,low,4,med
low,good,3,small,low,4,high
low,unacc,3,med,low,4,low
low,acc,3,med,low,4,med
low,good,3,med,low,4,high
low,unacc,3,big,low,4,low
low,good,3,big,low,4,med
low,vgood,3,big,low,4,high
low,unacc,3,small,low,more,low
low,acc,3,small,low,more,med
low,good,3,small,low,more,high
low,unacc,3,med,low,more,low
low,good,3,med,low,more,med
low,vgood,3,med,low,more,high
low,unacc,3,big,low,more,low
low,good,3,big,low,more,med
low,vgood,3,big,low,more,high
low,unacc,4,small,low,2,low
low,unacc,4,small,low,2,med
low,unacc,4,small,low,2,high
low,unacc,4,med,low,2,low
low,unacc,4,med,low,2,med
low,unacc,4,med,low,2,high
low,unacc,4,big,low,2,low
low,unacc,4,big,low,2,med
low,unacc,4,big,low,2,high
low,unacc,4,small,low,4,low
low,acc,4,small,low,4,med
low,good,4,small,low,4,high
low,unacc,4,med,low,4,low
low,good,4,med,low,4,med
low,vgood,4,med,low,4,high
low,unacc,4,big,low,4,low
low,good,4,big,low,4,med
low,vgood,4,big,low,4,high
low,unacc,4,small,low,more,low
low,acc,4,small,low,more,med
low,good,4,small,low,more,high
low,unacc,4,med,low,more,low
low,good,4,med,low,more,med
low,vgood,4,med,low,more,high
low,unacc,4,big,low,more,low
low,good,4,big,low,more,med
low,vgood,4,big,low,more,high
low,unacc,5more,small,low,2,low
low,unacc,5more,small,low,2,med
low,unacc,5more,small,low,2,high
low,unacc,5more,med,low,2,low
low,unacc,5more,med,low,2,med
low,unacc,5more,med,low,2,high
low,unacc,5more,big,low,2,low
low,unacc,5more,big,low,2,med
low,unacc,5more,big,low,2,high
low,unacc,5more,small,low,4,low
low,acc,5more,small,low,4,med
low,good,5more,small,low,4,high
low,unacc,5more,med,low,4,low
low,good,5more,med,low,4,med
low,vgood,5more,med,low,4,high
low,unacc,5more,big,low,4,low
low,good,5more,big,low,4,med
low,vgood,5more,big,low,4,high
low,unacc,5more,small,low,more,low
low,acc,5more,small,low,more,med
low,good,5more,small,low,more,high
low,unacc,5more,med,low,more,low
low,good,5more,med,low,more,med
low,vgood,5more,med,low,more,high
low,unacc,5more,big,low,more,low
low,good,5more,big,low,more,med
low,vgood,5more,big,low,more,high
